date,temp_max,temp_min,temp,feelslike,humidity,dew,precip,precipprob,snow,windgust,windspeed,winddir,pressure,cloudcover,visibility,uvindex,sunrise,sunset,conditions,description
2025-05-20,33.6,25.3,28.8,33.5,82.7,25.5,4.2,100.0,0.0,34.9,11.5,152.3,1005.4,71.1,22.9,8.0,05:14:10,18:22:37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-05-21,33.1,25.5,29.2,33.9,81.0,25.4,0.3,100.0,0.0,28.8,10.4,159.3,1005.6,83.5,22.7,8.0,05:13:53,18:23:02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-05-22,31.2,24.8,27.7,30.9,84.7,24.8,8.8,100.0,0.0,22.7,9.0,144.2,1005.3,96.7,18.9,5.0,05:13:37,18:23:26,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-05-23,32.3,24.1,26.6,28.6,87.9,24.3,26.3,100.0,0.0,26.3,5.8,211.8,1003.0,99.8,20.9,7.0,05:13:22,18:23:50,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-24,30.3,25.1,27.2,29.7,87.9,24.9,19.2,100.0,0.0,22.3,5.4,172.4,1003.2,99.0,16.2,6.0,05:13:08,18:24:15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-25,32.2,25.1,27.7,31.2,87.1,25.3,12.7,100.0,0.0,21.6,9.0,125.0,1003.2,98.8,21.7,5.0,05:12:55,18:24:39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-26,31.4,25.5,28.1,32.3,87.0,25.7,9.4,100.0,0.0,23.0,9.0,110.9,1001.7,93.4,20.3,6.0,05:12:44,18:25:03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-27,30.5,25.1,27.6,30.5,86.4,25.0,18.4,100.0,0.0,25.9,8.6,3.3,999.5,99.1,19.1,6.0,05:12:33,18:25:27,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-28,29.8,25.2,27.1,29.6,88.5,25.0,15.7,100.0,0.0,34.6,10.4,323.2,997.8,99.9,19.6,3.0,05:12:23,18:25:51,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-29,30.8,25.4,27.7,31.3,85.5,25.0,21.4,100.0,0.0,34.6,11.2,276.3,996.6,100.0,23.1,6.0,05:12:15,18:26:15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-05-30,33.2,26.0,29.1,34.7,81.6,25.5,6.7,100.0,0.0,29.5,8.6,228.8,997.8,99.9,24.1,8.0,05:12:08,18:26:39,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-05-31,32.0,25.3,28.2,32.0,82.7,24.9,4.7,100.0,0.0,23.8,10.8,271.8,1001.8,100.0,23.1,5.0,05:12:01,18:27:02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-01,36.1,25.8,30.4,34.5,71.8,24.2,1.4,100.0,0.0,36.4,14.4,275.8,1001.6,97.5,24.1,9.0,05:11:56,18:27:25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
2025-06-02,36.4,24.9,30.6,33.6,61.7,22.1,0.0,0.0,0.0,37.8,14.8,261.8,1002.8,82.3,23.3,9.0,05:11:51,18:27:48,Partially cloudy,Partly cloudy throughout the day.
2025-06-03,35.2,25.9,30.4,34.3,67.1,23.2,0.4,100.0,0.0,40.0,11.2,248.6,1003.0,58.5,24.1,9.0,05:11:48,18:28:11,"Rain, Partially cloudy",Clearing in the afternoon with rain.
2025-06-04,35.1,25.5,29.4,33.2,73.9,24.0,0.7,100.0,0.0,27.7,9.0,249.0,1005.0,19.3,23.2,9.0,05:11:46,18:28:33,Rain,Clear conditions throughout the day with afternoon rain.
2025-06-05,33.8,24.4,28.7,31.4,71.2,22.7,0.8,100.0,0.0,24.1,6.8,280.7,1006.0,32.9,23.4,9.0,05:11:44,18:28:55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-06-06,34.1,24.9,28.8,32.0,73.7,23.4,0.7,100.0,0.0,20.5,7.9,228.9,1007.4,58.9,23.2,9.0,05:11:44,18:29:17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-06-07,34.1,23.8,28.5,31.4,74.0,23.2,1.0,100.0,0.0,25.2,6.1,212.3,1006.0,38.8,24.1,9.0,05:11:45,18:29:38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-06-08,35.9,24.8,29.4,33.6,72.6,23.8,1.5,100.0,0.0,25.2,5.8,228.0,1004.7,26.7,23.3,9.0,05:11:46,18:29:59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-06-09,35.0,26.7,29.9,35.0,74.7,24.7,0.7,100.0,0.0,19.1,7.6,176.1,1002.0,38.1,24.1,9.0,05:11:49,18:30:19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
2025-06-10,30.7,24.1,26.7,29.2,89.5,24.8,19.3,100.0,0.0,18.7,9.4,143.5,1002.1,73.0,20.6,10.0,05:11:52,18:30:39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-06-11,31.1,24.3,27.0,29.4,86.4,24.5,6.3,100.0,0.0,15.1,10.4,71.2,1002.5,80.0,23.2,8.0,05:11:57,18:30:59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-06-12,30.0,25.4,27.5,30.7,87.3,25.1,3.3,100.0,0.0,13.3,9.7,92.1,1002.8,90.4,22.6,7.0,05:12:02,18:31:18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-13,32.6,25.3,28.6,32.7,82.9,25.2,0.4,100.0,0.0,21.6,8.6,155.3,1003.0,57.3,24.1,10.0,05:12:08,18:31:36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-06-14,33.7,25.4,29.2,34.4,81.6,25.5,8.5,100.0,0.0,11.5,6.1,199.5,1002.4,72.0,22.4,10.0,05:12:15,18:31:54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-06-15,33.0,24.7,27.9,31.5,85.8,25.2,40.1,100.0,0.0,20.5,7.2,239.8,1001.2,94.6,19.8,9.0,05:12:23,18:32:11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-16,31.7,24.8,27.3,30.5,88.3,25.2,16.7,100.0,0.0,6.8,6.8,222.3,1001.2,99.8,20.4,2.0,05:12:32,18:32:28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-17,29.3,25.1,26.8,28.8,88.7,24.7,19.6,100.0,0.0,16.6,10.4,238.9,1001.8,100.0,22.3,2.0,05:12:42,18:32:44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-18,28.6,25.1,26.7,28.5,86.1,24.2,6.2,100.0,0.0,32.8,9.4,242.4,1001.8,100.0,23.0,1.0,05:12:52,18:32:59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-19,29.0,23.7,26.8,28.7,86.8,24.3,14.1,100.0,0.0,37.4,10.1,237.6,1002.1,100.0,21.5,1.0,05:13:03,18:33:14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-20,32.2,25.5,28.1,31.0,79.6,24.1,0.4,100.0,0.0,24.8,17.3,249.8,1002.8,100.0,20.8,7.0,05:13:15,18:33:27,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
2025-06-21,33.9,25.3,28.5,32.3,80.6,24.7,2.5,100.0,0.0,20.9,10.1,245.6,1003.1,97.9,23.3,9.0,05:13:28,18:33:41,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-06-22,33.0,25.4,28.7,32.4,77.7,24.3,2.1,100.0,0.0,18.0,11.9,273.7,1002.2,99.3,20.0,10.0,05:13:41,18:33:53,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-06-23,28.6,24.7,26.5,27.5,84.8,23.7,18.4,100.0,0.0,22.7,11.5,260.7,1000.8,99.8,16.3,6.0,05:13:55,18:34:04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-24,29.1,24.5,26.6,28.7,86.3,24.1,7.9,100.0,0.0,10.1,12.2,259.9,999.6,99.8,22.0,1.0,05:14:09,18:34:15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-25,28.8,25.1,26.7,28.7,86.5,24.3,14.5,100.0,0.0,13.0,6.1,263.3,999.9,100.0,14.6,5.0,05:14:25,18:34:25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-26,29.8,24.7,26.5,28.3,89.4,24.6,8.4,100.0,0.0,7.2,12.6,221.4,1001.3,99.8,18.3,5.0,05:14:41,18:34:34,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-06-27,28.0,24.8,26.6,28.9,89.3,24.7,10.1,100.0,0.0,14.0,8.3,224.0,1002.9,100.0,21.9,6.0,05:14:57,18:34:42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-28,28.2,25.0,26.4,27.6,86.1,23.8,11.0,100.0,0.0,32.0,13.3,259.0,1002.4,99.9,22.0,3.0,05:15:14,18:34:50,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-29,27.9,23.6,25.8,26.4,84.0,22.8,6.1,100.0,0.0,51.1,18.7,269.2,1000.8,100.0,23.2,4.0,05:15:32,18:34:56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-06-30,27.2,23.7,25.7,26.3,83.0,22.6,5.7,100.0,0.0,36.4,21.6,275.8,999.7,99.7,18.9,1.0,05:15:50,18:35:01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-01,28.0,25.1,26.5,28.0,82.2,23.2,6.1,100.0,0.0,28.1,15.8,260.7,998.7,98.2,23.5,3.0,05:16:08,18:35:06,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
2025-07-02,27.8,22.9,26.0,27.3,87.1,23.7,16.6,100.0,0.0,20.2,10.4,262.1,999.2,99.9,21.5,3.0,05:16:27,18:35:09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-03,28.9,24.4,26.0,27.3,89.0,24.0,26.4,100.0,0.0,29.2,7.9,228.5,1000.8,100.0,16.5,3.0,05:16:46,18:35:12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-04,28.6,24.4,26.1,27.6,88.4,24.0,9.4,100.0,0.0,11.2,13.3,239.5,1001.6,99.5,21.8,1.0,05:17:06,18:35:13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-05,27.8,23.7,25.3,25.9,90.9,23.7,30.1,100.0,0.0,37.1,13.7,244.7,1000.7,99.3,20.1,5.0,05:17:26,18:35:14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-06,28.7,24.1,26.0,27.2,87.2,23.7,10.7,100.0,0.0,42.5,17.3,255.1,998.7,99.7,20.8,8.0,05:17:47,18:35:13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-07,29.8,24.7,26.7,28.4,81.7,23.3,4.6,100.0,0.0,27.7,21.2,248.1,998.0,99.7,22.7,5.0,05:18:07,18:35:12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-08,27.8,23.9,26.2,27.1,78.8,22.2,6.5,100.0,0.0,34.6,21.6,259.9,999.3,99.6,20.7,6.0,05:18:28,18:35:09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-09,28.9,24.4,26.8,28.6,78.2,22.7,1.2,100.0,0.0,26.6,20.5,257.6,1000.3,99.0,23.3,3.0,05:18:50,18:35:05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-10,30.3,24.1,27.1,29.1,81.6,23.6,1.4,100.0,0.0,19.4,16.2,255.4,1000.7,97.9,22.9,7.0,05:19:11,18:35:01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-11,32.2,25.3,28.2,31.7,81.2,24.5,1.8,100.0,0.0,14.0,15.5,252.4,1000.9,90.7,22.4,9.0,05:19:33,18:34:55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-12,33.9,25.7,29.2,33.0,76.4,24.4,1.0,100.0,0.0,25.2,12.6,260.4,1001.5,92.0,23.2,9.0,05:19:55,18:34:48,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-07-13,31.8,25.8,28.2,31.7,82.3,24.8,8.9,100.0,0.0,17.3,11.5,276.1,1002.0,99.9,22.6,7.0,05:20:17,18:34:40,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-07-14,29.9,24.9,27.2,29.6,85.6,24.5,6.1,100.0,0.0,20.5,10.8,258.6,1002.0,100.0,22.2,8.0,05:20:39,18:34:31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-15,33.8,25.3,29.0,31.8,72.6,23.2,1.7,100.0,0.0,19.4,15.1,281.8,1001.5,99.8,23.2,8.0,05:21:01,18:34:21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-16,33.1,25.7,29.0,32.1,71.9,23.2,4.8,100.0,0.0,8.3,6.8,355.7,1002.4,100.0,22.8,8.0,05:21:24,18:34:10,"Rain, Overcast",Cloudy skies throughout the day with rain.
2025-07-17,32.3,24.9,28.1,31.0,79.7,24.1,14.3,100.0,0.0,16.6,9.0,140.3,1003.8,100.0,18.7,9.0,05:21:46,18:33:57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-18,32.9,24.9,28.2,31.4,79.3,24.1,10.6,100.0,0.0,13.0,7.9,109.9,1003.8,81.2,22.5,9.0,05:22:08,18:33:44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-07-19,33.6,25.8,28.3,30.9,76.6,23.6,5.4,100.0,0.0,8.6,7.2,311.6,1000.8,83.7,23.0,10.0,05:22:31,18:33:29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-07-20,33.3,25.5,28.5,31.1,74.5,23.3,8.2,100.0,0.0,10.4,9.4,352.5,999.6,99.7,21.1,10.0,05:22:53,18:33:14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-07-21,32.3,25.3,28.3,30.8,76.6,23.6,3.4,100.0,0.0,13.7,11.9,133.1,1000.5,83.9,22.8,9.0,05:23:16,18:32:57,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.
